,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7478,731322883245004854,https://www.airbnb.com/rooms/731322883245004854,20240927024131,2024-09-27,city scrape,Nomad Hostel /Semi-Private Dorm w/ desk & chair#4,"This dorm bed has a desk and chair with some luggage space. You could close curtain to make your own private space for your desk work.<br /><br />This dormitory has its own desk, chair, and luggage space.","Upon getting out of the Airport (regardless Narita or Haneda) head to the train master's desk and ask for the platform number and time of the direct train going to Asakusa. Get off at the Asakusa station and connect to the free metro wifi (if no on hand portable wifi device). Using your smart phone, tablet or laptop, simply type in our address to get an idea on how to get to our place.  <br /><br />From Japan: Take Asakusa or Ginza metro line and get off at the Asakusa Station, connect to the free metro wifi (if no on hand portable wifi device). Using your smart phone, tablet or laptop, simply type in our address to get an idea on how to get to our place.",https://a0.muscache.com/pictures/miso/Hosting-731322883245004854/original/2dcc1cf7-175f-4511-aacd-704b545e6ef9.jpeg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,"Sumida City, Tokyo, Japan",Sumida Ku,,35.70501,139.80133,Shared room in hostel,Shared room,1,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Iron"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Toaster"", ""Hot water"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware"", ""Washer""]","$2,600.00",7,60,7.0,14.0,60.0,90.0,9.5,70.6,,t,11,11,39,76,2024-09-27,7,1,0,2022-12-19,2024-03-31,4.43,4.71,4.71,4.71,4.86,4.57,4.57,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.32
7505,735903721900987365,https://www.airbnb.com/rooms/735903721900987365,20240927024131,2024-09-27,city scrape,Nomad Hostel /Semi-Private Dorm w/ desk & chair#5,"This dorm bed has a desk and chair with some luggage space. You could close curtain to make your own private space for your desk work.<br /><br />This dormitory has its own desk, chair, and luggage space.","Upon getting out of the Airport (regardless Narita or Haneda) head to the train master's desk and ask for the platform number and time of the direct train going to Asakusa. Get off at the Asakusa station and connect to the free metro wifi (if no on hand portable wifi device). Using your smart phone, tablet or laptop, simply type in our address to get an idea on how to get to our place.  From Japan: Take Asakusa or Ginza metro line and get off at the Asakusa Station, connect to the free metro wifi (if no on hand portable wifi device). Using your smart phone, tablet or laptop, simply type in our address to get an idea on how to get to our place.",https://a0.muscache.com/pictures/miso/Hosting-735903721900987365/original/a8cdb070-ac09-46cf-82a4-16f3377e8fde.jpeg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,"Sumida City, Tokyo, Japan",Sumida Ku,,35.70675,139.80115,Shared room in hostel,Shared room,1,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Iron"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Toaster"", ""Hot water"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware"", ""Washer""]","$2,600.00",2,60,2.0,14.0,60.0,90.0,6.2,70.6,,t,8,10,18,50,2024-09-27,6,1,0,2022-12-22,2024-06-01,5.0,4.67,5.0,5.0,5.0,4.83,4.67,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.28
7659,759091838654610154,https://www.airbnb.com/rooms/759091838654610154,20240927024131,2024-09-27,city scrape,Nomad Hostel /Semi-Private Dorm w/ desk & chair#3,"This dorm bed has a desk and chair with some luggage space. You could close curtain to make your own private space for your desk work.<br /><br />This dormitory has its own desk, chair, and luggage space.","Upon getting out of the Airport (regardless Narita or Haneda) head to the train master's desk and ask for the platform number and time of the direct train going to Asakusa. Get off at the Asakusa station and connect to the free metro wifi (if no on hand portable wifi device). Using your smart phone, tablet or laptop, simply type in our address to get an idea on how to get to our place.  From Japan: Take Asakusa or Ginza metro line and get off at the Asakusa Station, connect to the free metro wifi (if no on hand portable wifi device). Using your smart phone, tablet or laptop, simply type in our address to get an idea on how to get to our place.<br />非表示にする",https://a0.muscache.com/pictures/miso/Hosting-759091838654610154/original/3a50ebee-2419-48eb-9758-8c24cf91cdbb.jpeg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,"Sumida City, Tokyo, Japan",Sumida Ku,,35.70475,139.79946,Shared room in hostel,Shared room,1,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Washer"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Toaster"", ""Hot water"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Hot water kettle""]","$2,600.00",2,60,2.0,14.0,60.0,90.0,6.2,70.6,,t,0,12,26,54,2024-09-27,7,2,0,2023-01-18,2024-07-01,4.86,4.86,4.86,4.86,5.0,4.71,5.0,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.34
7721,761227661415413377,https://www.airbnb.com/rooms/761227661415413377,20240927024131,2024-09-27,city scrape,Araiya Tokyo～ラグジュアリー古民家一棟貸し～,"""Villa in Takanawa, Minato-ku""<br /><br />Located in a quiet residential neighborhood just one street back from a main street lined with high-rise buildings.A white wooden building beside a large parking lot there. It is a hotel where you can enjoy the freedom of living that is unique to a single house hotel.<br /><br />Previously loved by the community as an omiya, this building has been loved for 50 years.It was reborn as a single-family hotel with the owner's desire to keep the building intact.<br /><br />Opened in 2016, Araiya is a 1-minute walk from Izumidakeji Station on the Keikyu Line.<br />It is a 5-minute walk from Takanawa Gateway Station on the JR Yamanote Line.<br /><br />It is a modern city with office buildings around it, but it is also a city with a long history.<br /><br />Since Araiya is a single-family house, there are no incidental facilities such as restaurants, bars, and public baths.Instead, the hotel staff will use the nearby shops and services as a ""VIP room in",,https://a0.muscache.com/pictures/miso/Hosting-761227661415413377/original/455a21b8-764c-4b38-aba5-b259af273135.jpeg,487917192,https://www.airbnb.com/users/show/487917192,Araiya,2022-11-16,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/eebb49a0-06de-4511-90df-6f0212bde60e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eebb49a0-06de-4511-90df-6f0212bde60e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Minato Ku,,35.63853,139.73955,Private room in ryokan,Private room,5,1.5,1.5 baths,1.0,0.0,"[""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""TV"", ""Washer"", ""Kitchen""]","$52,960.00",1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,7,29,47,157,2024-09-27,0,0,0,,,,,,,,,,Hotels and Inns Business Act | 港区みなと保健所 | 28港み生環き第211号,t,1,0,1,0,
7785,762692264585948321,https://www.airbnb.com/rooms/762692264585948321,20240927024131,2024-09-27,city scrape,小さな部屋に、暮らすように滞在してみる。,"We have prepared a 3 tatami room in a small house in a quiet residential area.<br />I will meet you very much like my family and friends.<br />While thinking about reducing disposable items as much as possible and connecting to the future, we live in a flexible and balanced way.We hope you'll share your ideas with your guests.<br />I propose a 3-tatami private Japanese style room in a small house in a quiet residential area.<br />I would like to welcome my guests as a friend and a family member.<br />I have an eco-friendly lifestyle. I try to recycle my garbage and to minimize disposable items as much as possible. I would be happy to discuss and share stories with my guests.","Koganei, Tokyo, Japan<br />It is a quiet neighborhood with many parks and green areas at walking distances from the house, such as Kushino Park, Kuriyama Park, Koganei Park, where locals and families often go to rest, walk and play. There also is a very nice path to walk along the Nogawa river leading to the Nogawa Park. <br />If you like walking or cycling, you can reach the Tama Lake through a beautiful walking/cycling road with many places to rest on the way.<br />Koganei is a charming town with many cafes, specialty coffee shops, restaurants and shops.<br /><br />家の周りには、気分転換やリラックスに最適な緑がたくさん。<br />Walking distance to,,<br />,,,,<br />Koganei Park, which is active from the morning<br />Walk along the river, Nogawa Park<br />If you can walk everywhere, the Goal is Lake Tama<br />A resting place to rest during a walk...♪<br />A charming town with lots of cafes, home roasted coffee stands, and personal stores.",https://a0.muscache.com/pictures/miso/Hosting-762692264585948321/original/b7136449-0260-401a-a7f4-88be507ee33f.jpeg,488186137,https://www.airbnb.com/users/show/488186137,三畳,2022-11-18,,"I like to travel and to look for interesting places where to stay, while walking around the city enjoying the architecture of buildings and the historical landmarks, looking for local shops and restaurants with homemade meals, learning about local stories and dialects. Motivated by such experiences, I decided to start hosting travelers wishing to help them by providing an accommodation and the opportunity to discover non-touristic places and lifestyle of the locals.

私は､旅先では､観光名所を回ることよりも､散歩をしながら建物や人の様子､ﾛｰｶﾙなｽｰﾊﾟｰや飲食店､方言や家庭料理､そういった土地柄を感じられる滞在先を探して､旅をすることが好きです。その経験から､同じように暮らすような旅のｽﾀｲﾙを楽しみたい人をお手伝い出来たらと思い､民泊を始めることに決めました。リクエストの際には、自己紹介や旅の目的をメッセージに添えていただけますと、嬉しいです。よろしくお願いいたします。",within a day,100%,90%,f,https://a0.muscache.com/im/pictures/user/5b54b2b2-176d-49e9-875d-b06d3c0c13c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b54b2b2-176d-49e9-875d-b06d3c0c13c5.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Koganei, Tokyo, Japan",Koganei Shi,,35.70421,139.52291,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""\u305d\u306e\u4ed6 gas stove"", ""Essentials"", ""Bed linens"", ""\u30df\u30ce\u30f3\u5168\u8eab\u30b7\u30e3\u30f3\u30d7\u30fc\u6ce1\u30bf\u30a4\u30d7\uff08\u982d\u30fb\u9854\u30fb\u304b\u3089\u3060\uff09 body soap"", ""Cooking basics"", ""Hangers"", ""Microwave"", ""Cleaning products"", ""Conditioner"", ""\u30df\u30ce\u30f3\u5168\u8eab\u30b7\u30e3\u30f3\u30d7\u30fc\u6ce1\u30bf\u30a4\u30d7\uff08\u982d\u30fb\u9854\u30fb\u304b\u3089\u3060\uff09 shampoo"", ""Iron"", ""Air conditioning"", ""Bathtub"", ""Laundromat nearby"", ""Freezer"", ""Host greets you"", ""Free washer \u2013 In building"", ""Kitchen"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Cleaning available during stay"", ""Fire extinguisher"", ""Coffee"", ""Wine glasses"", ""Toaster"", ""First aid kit"", ""Hot water"", ""Wifi"", ""Dishes and silverware"", ""Luggage dropoff allowed""]","$6,000.00",2,180,2.0,2.0,180.0,180.0,2.0,180.0,,t,19,30,30,30,2024-09-27,13,8,0,2023-01-20,2024-07-15,5.0,5.0,5.0,5.0,5.0,4.92,4.92,M130029821,f,1,0,1,0,0.63
7996,785910386563889602,https://www.airbnb.com/rooms/785910386563889602,20240927024131,2024-09-27,city scrape,Nomad hostel / Semi-Private dorm w/ desk&chair #7,"This dorm bed has a desk and chair with some luggage space. You could close curtain to make your own private space for your desk work.<br /><br />This dormitory has its own desk, chair, and luggage space.","Upon getting out of the Airport (regardless Narita or Haneda) head to the train master's desk and ask for the platform number and time of the direct train going to Asakusa.<br />Get off at the Asakusa station and connect to the free metro wifi (if no on hand portable wifi device). Using your smart phone, tablet or laptop, simply type in our address to get an idea on how to get to our place.<br /><br />From Japan: Take Asakusa or Ginza metro line and get off at the Asakusa Station, connect to the free metro wifi (if no on hand portable wifi device). Using your smart phone, tablet or laptop, simply type in our address to get an idea on how to get to our place.",https://a0.muscache.com/pictures/miso/Hosting-785910386563889602/original/f3994b0b-ea06-4896-9461-3bfc9463f00d.jpeg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,"Sumida City, Tokyo, Japan",Sumida Ku,,35.70487,139.7997,Shared room in home,Shared room,1,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Washer"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Toaster"", ""Hot water"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Hot water kettle""]","$2,600.00",2,60,2.0,14.0,60.0,90.0,6.0,70.6,,t,0,18,48,85,2024-09-27,14,4,0,2022-12-26,2024-03-26,4.64,4.86,4.79,4.86,5.0,4.86,4.79,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.65
7997,785930275928291780,https://www.airbnb.com/rooms/785930275928291780,20240927024131,2024-09-27,city scrape,Nomad hostel / Semi-Private dorm w/ desk&chair #8,"This dorm bed has a desk and chair with some luggage space. You could close curtain to make your own private space for your desk work.  <br />This dormitory has its own desk, chair, and luggage space.",,https://a0.muscache.com/pictures/miso/Hosting-785930275928291780/original/883afed2-bd30-4ff6-83d2-f03a0ff4f58e.jpeg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,,Sumida Ku,,35.70494599847257,139.80100503583483,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Washer"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Toaster"", ""Hot water"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Hot water kettle""]","$2,600.00",2,60,2.0,14.0,60.0,90.0,6.0,70.6,,t,0,17,47,84,2024-09-27,6,5,0,2023-06-01,2024-08-02,4.67,4.83,4.33,5.0,5.0,4.67,4.83,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.37
8009,786448350249611050,https://www.airbnb.com/rooms/786448350249611050,20240927024131,2024-09-27,city scrape,single Private Room w/ desk & chair / Nomad #2,"Room Type: Private room<br />Facility: desk, chair, AC, wifi<br />Amenity: mattress, duvet, pillow, and new lines.<br />*toilets, showers, and sinks are on common use.",,https://a0.muscache.com/pictures/miso/Hosting-786448350249611050/original/83612f2b-bc9e-400f-9626-f63c11fb70fe.jpeg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,,Sumida Ku,,35.70687,139.79943,Private room in hostel,Private room,2,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware"", ""Washer""]","$4,243.00",2,60,2.0,14.0,60.0,90.0,6.2,70.6,,t,0,16,46,83,2024-09-27,2,2,0,2023-10-13,2024-02-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.17
8011,786583209864588147,https://www.airbnb.com/rooms/786583209864588147,20240927024131,2024-09-27,city scrape,twin Private Room w/ desk & chair / Nomad #2,"Room Type: Private room<br />Facility: desk, chair, AC, wifi<br />Amenity: mattress, duvet, pillow, and new lines.<br />*please have your own towel,shampoo and body soap<br />*toilets, showers, and sinks are on common use.",,https://a0.muscache.com/pictures/4ae578ab-219f-4f8f-8179-087f36548ef4.jpg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,,Sumida Ku,,35.704698270119,139.8001590906089,Private room in hostel,Private room,2,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware"", ""Washer""]","$5,000.00",14,60,7.0,14.0,60.0,90.0,13.9,70.6,,t,10,15,45,82,2024-09-27,2,1,0,2023-01-01,2024-08-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.09
8012,786585838936011801,https://www.airbnb.com/rooms/786585838936011801,20240927024131,2024-09-27,city scrape,twin Private Room w/ desk & chair / Nomad #1,"Room Type: Private room<br />Facility: desk, chair, AC, wifi<br />Amenity: mattress, duvet, pillow, and new lines.<br />*please have your own towel,shampoo and body soap<br />*toilets, showers, and sinks are on common use.",,https://a0.muscache.com/pictures/4ae578ab-219f-4f8f-8179-087f36548ef4.jpg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,,Sumida Ku,,35.70529394784712,139.80134422823423,Private room in hostel,Private room,2,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water"", ""Heating"", ""Wifi"", ""TV"", ""Dishes and silverware"", ""Washer""]","$5,000.00",7,60,7.0,14.0,60.0,90.0,9.4,70.6,,t,10,37,67,104,2024-09-27,1,1,0,2024-05-13,2024-05-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.22
8451,845988836857853973,https://www.airbnb.com/rooms/845988836857853973,20240927024131,2024-09-27,city scrape,Nomad Hostel /Semi-Private Dorm w/ desk & chair#9,"This dorm bed has a desk and chair with some luggage space. You could close curtain to make your own private space for your desk work. <br /><br /> This dormitory has its own desk, chair, and luggage space.",,https://a0.muscache.com/pictures/miso/Hosting-845988836857853973/original/7e2c3fc1-a8fd-4b98-b012-51fed98e838c.jpeg,228133407,https://www.airbnb.com/users/show/228133407,Nomad,2018-11-28,"Tokyo, Japan","Hello! 
We are Gomez and Kase, 100% Japanese guys who have experienced travelling around south east Asia.

We manage newly opened ""Nomad Hostel"".
We hope to meet you and share part of your time in Tokyo.

We like hopping around bars and ""Izakaya"". 

We are so happy if you're interested in traveling to Japan!

See you !",within a day,100%,66%,t,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5dd4881f-505c-40e3-9a54-5689bfb96e90.jpg?aki_policy=profile_x_medium,Sumida District,76,76,"['email', 'phone']",t,t,,Sumida Ku,,35.7049119791885,139.799641556979,Shared room in hostel,Shared room,1,2.0,2 shared baths,1.0,1.0,"[""Bed linens"", ""Rice maker"", ""Hangers"", ""Stove"", ""Microwave"", ""Washer"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Freezer"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Toaster"", ""Hot water"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Hot water kettle""]","$2,600.00",2,90,2.0,14.0,90.0,90.0,6.2,90.0,,t,5,5,34,71,2024-09-27,7,4,0,2023-05-07,2024-04-08,4.86,4.71,4.86,4.86,5.0,5.0,5.0,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第219号,f,76,3,33,40,0.41
